-68.83,-4.71,-20.59
-69.13,-4.54,-20.33
-68.56,-4.52,-20.92
-65.71,-4.77,-23.76
-67.11,-4.55,-22.38
-69.89,-4.42,-19.58
-71.43,-4.29,-18.03
-69.36,-3.87,-20.24
-66.43,2.22,-23.45
-63.06,-3.58,-26.66
-62.83,-4.32,-26.77
-62.88,-4.67,-26.65
-65.39,-0.79,-24.59
-64.04,-6.24,-25.09
-76.21,-4.38,-13.04
-76.4,-4.89,-12.66
-75.18,-6.57,-13.23
-66.07,-5.13,-23.31
-70.75,-2.41,-19.08
-64.09,-3.47,-25.65
-67.3,-3.64,-22.37
-67.59,-3.82,-22.05
-67.67,-3.84,-21.97
-67.68,-3.69,-21.98
-67.77,-3.77,-21.87
-66.96,-4.21,-22.61
-65.3,-3.1,-24.48
-65.28,-4.73,-24.2
-65.41,-4.92,-24.03
-64.99,-4.53,-24.54
-65.43,-4.67,-24.06
-65.68,-4.62,-23.82
-65.62,-4.56,-23.9
-65.7,-4.61,-23.81
-65.66,-4.56,-23.86
-65.67,-4.59,-23.83
-65.84,-4.5,-23.69
-64.26,-3.58,-25.45
-64.46,-7.43,-24.29
-72,-4.12,-17.49
-65.48,-6.31,-23.59
-64.43,-6.86,-24.5
-64.49,-6.52,-24.55
-63.44,-6.33,-25.68
-63.89,-6.08,-25.29
-62.41,-6.25,-26.76
-63.01,-6.27,-26.13
-62.87,-6.3,-26.27
-62.92,-6.4,-26.19
-62.87,-6.41,-26.25
-62.75,-6.39,-26.37
-62.82,-6.38,-26.3
-62.81,-6.43,-26.3
-62.7,-6.41,-26.41
-62.64,-6.44,-26.46
-62.66,-6.47,-26.44
-62.72,-6.54,-26.36
-62.62,-6.5,-26.47
-62.47,-6.56,-26.61
-62.38,-6.52,-26.71
-62.11,-7.53,-26.69
-59.88,-7.12,-29.1
-60.64,-5.55,-28.73
-60.19,-5.75,-29.14
,,
-65.5440625,-5.02671875,-23.80640625
